TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"7515674","Magic","The Lost Caverns of Ixalan","Pugnacious Hammerskull","","208","R","Near Mint","0.36","0.36","1.5200","0.2100","0","0","0.3700",""
"7500153","Magic","The Lost Caverns of Ixalan","Quintorius Kand","","238","M","Near Mint","0.81","0.83","1.6100","0.3000","1","0","0.8100",""
"7519857","Magic","The Lost Caverns of Ixalan","Resplendent Angel (Borderless)","","334","M","Near Mint","2.88","2.97","3.4100","2.1000","1","0","2.8800",""
"7500713","Magic","The Lost Caverns of Ixalan","Restless Prairie","","281","R","Near Mint","0.24","0.25","1.4300","0.1200","0","0","0.3800",""
"7525853","Magic","The Lost Caverns of Ixalan","Restless Reef","","282","R","Near Mint","0.68","0.72","1.5400","0.2300","1","0","0.6800",""
"7520730","Magic","The Lost Caverns of Ixalan","Ruin-Lurker Bat","","33","U","Near Mint","0.17","0.18","1.3600","0.0500","0","0","0.3500",""
"7522085","Magic","The Lost Caverns of Ixalan","Sentinel of the Nameless City","","211","R","Near Mint","0.53","0.54","1.6500","0.3400","1","0","0.5300",""
"7509734","Magic","The Lost Caverns of Ixalan","Spelunking","","213","U","Near Mint","2.12","2.48","2.3500","1.0400","0","0","2.9100",""
"7498833","Magic","The Lost Caverns of Ixalan","Spyglass Siren","","78","U","Near Mint","0.36","0.37","1.5400","0.2300","1","0","0.3600",""
"7515074","Magic","The Lost Caverns of Ixalan","Sunken Citadel","","285","R","Near Mint","0.43","0.45","1.4100","0.1000","0","0","0.4900",""
"7440768","Magic","The Lost Caverns of Ixalan","Swamp (0289)","","289","L","Near Mint","0.37","0.21","1.5200","0.2100","0","0","0.3500",""
"7440773","Magic","The Lost Caverns of Ixalan","Swamp (0289)","","289","L","Near Mint Foil","0.54","0.56","1.6100","0.3000","0","0","0.4100",""
"7508707","Magic","The Lost Caverns of Ixalan","Tarrian's Journal","","126","R","Near Mint","0.33","0.32","1.4500","0.1400","1","0","0.3500",""
"7523645","Magic","The Lost Caverns of Ixalan","Tarrian's Soulcleaver","","264","R","Near Mint","1.54","2.14","2.0000","0.6900","2","0","1.5400",""
"7548052","Magic","The Lost Caverns of Ixalan","Tectonic Hazard","","169","C","Near Mint","0.16","0.14","1.3600","0.0500","0","0","0.3500",""
"7503079","Magic","The Lost Caverns of Ixalan","The Enigma Jewel","","55","M","Near Mint","0.80","0.93","1.7400","0.4300","0","0","4.0400",""
"7439808","Magic","The Lost Caverns of Ixalan","The Skullspore Nexus","","212","M","Near Mint","3.80","5.09","4.0600","2.7500","0","0","5.6200",""
"7529213","Magic","The Lost Caverns of Ixalan","Thousand Moons Smithy","","39","R","Near Mint","1.01","1.29","1.6100","0.3000","0","0","1.8700",""
"7519507","Magic","The Lost Caverns of Ixalan","Tishana's Tidebinder","","81","R","Near Mint","1.76","2.31","2.2200","0.9100","0","0","3.3000",""
"7553082","Magic","The Lost Caverns of Ixalan","Tithing Blade","","128","C","Near Mint","0.19","0.21","1.4100","0.1000","0","0","0.3500",""
"7555427","Magic","The Lost Caverns of Ixalan","Trumpeting Carnosaur","","171","R","Near Mint","0.90","1.30","1.9000","0.4000","0","0","1.1500",""
"375328","Magic","Time Spiral","Aspect of Mongoose","","191","U","Lightly Played","1.90","1.67","2.3800","1.0700","1","0","1.9000",""
"25776","Magic","Time Spiral","Call to the Netherworld","","97","C","Near Mint","0.42","","1.6800","0.3700","0","0","0.4200",""
"25816","Magic","Time Spiral","Empty the Warrens","","152","C","Near Mint","0.32","0.24","1.4000","0.0900","0","0","0.3000",""
"375383","Magic","Time Spiral","Empty the Warrens","","152","C","Lightly Played","0.19","0.20","1.4100","0.1000","1","0","0.3500",""
"25839","Magic","Time Spiral","Fortune Thief","","156","R","Near Mint","0.46","","1.7500","0.4400","1","0","0.4600",""
"343894","Magic","Time Spiral","Gauntlet of Power","","255","R","Moderately Played","3.19","","4.4400","2.9500","0","0","2.6300",""
"25862","Magic","Time Spiral","Hivestone","","256","R","Near Mint","0.46","","1.6900","0.3800","0","0","0.4800",""
"343923","Magic","Time Spiral","Jaya Ballard, Task Mage","","166","R","Moderately Played","0.27","0.37","1.5100","0.2000","0","0","0.3500",""
"25882","Magic","Time Spiral","Lim-Dul the Necromancer","","114","R","Near Mint","1.72","2.78","2.2000","0.7000","0","0","1.6300",""
"375449","Magic","Time Spiral","Lim-Dul the Necromancer","","114","R","Lightly Played","1.23","1.58","2.0500","0.7400","0","0","1.0800",""
"25883","Magic","Time Spiral","Living End","","115","R","Near Mint","3.24","","3.1900","1.8800","0","0","5.1600",""
"375460","Magic","Time Spiral","Mangara of Corondor","","28","R","Lightly Played","0.34","0.32","1.4800","0.1700","0","0","0.2900",""
"25905","Magic","Time Spiral","Mwonvuli Acid-Moss","","207","C","Near Mint","1.28","","2.2100","0.9000","1","0","1.2800",""
"375475","Magic","Time Spiral","Nether Traitor","","120","R","Lightly Played","4.86","","9.1000","4.1100","0","0","4.1000",""
"375485","Magic","Time Spiral","Pardic Dragon","","173","R","Lightly Played","0.17","0.16","1.4200","0.1100","0","0","0.3500",""
"25920","Magic","Time Spiral","Pentarch Paladin","","32","R","Near Mint","0.42","","1.6600","0.3500","0","0","0.5200",""
"25944","Magic","Time Spiral","Saffi Eriksdotter","","245","R","Near Mint","1.46","","2.5000","1.1900","0","0","1.5200",""
"344007","Magic","Time Spiral","Sengir Nosferatu","","128","R","Moderately Played","0.24","0.13","1.4100","0.1000","0","0","0.3500",""
"25974","Magic","Time Spiral","Squall Line","","222","R","Near Mint","2.09","2.97","2.9000","1.5900","0","0","2.1800",""
"344050","Magic","Time Spiral","Thelonite Hermit","","228","R","Moderately Played","0.26","","1.5000","0.1900","0","0","0.3400",""
"26035","Magic","Time Spiral","Wurmcalling","","234","R","Near Mint","3.09","3.96","3.3000","1.9900","2","0","3.0900",""
"375602","Magic","Time Spiral","Wurmcalling","","234","R","Lightly Played","2.34","","3.1300","1.8200","2","0","2.3400",""
"26039","Magic","Timeshifted","Arena","","117","S","Near Mint","5.38","","6.2900","5.0000","0","0","5.1400",""
"375665","Magic","Timeshifted","Mirari","","112","S","Lightly Played","0.52","","1.7000","0.3900","0","0","0.5600",""
"26123","Magic","Timeshifted","Soul Collector","","47","S","Near Mint","0.43","","1.6800","0.3700","0","0","0.4400",""
"22531","Magic","Torment","Overmaster","","104","R","Near Mint","1.81","","2.8100","1.5000","0","0","2.1300",""
"3904754","Magic","Ultimate Masters","Mana Vault","","229","M","Near Mint","71.94","99.98","69.9900","68.0000","1","0","71.9400",""
"8176861","Magic","Unique and Miscellaneous Promos","Grievous Wound (DSK Bundle)","","416","P","Near Mint Foil","0.27","","1.4100","0.1000","0","0","0.2700",""
"8290245","Magic","Unique and Miscellaneous Promos","Phyrexian Arena (FDN Bundle)","","728","P","Near Mint Foil","1.29","","2.3000","0.9900","0","0","0.5400",""
"7793523","Magic","Universes Beyond: Assassin's Creed","Cover of Darkness","","89","R","Near Mint","4.45","5.91","4.6500","3.3400","0","0","4.7300",""
"8004505","Magic","Universes Beyond: Assassin's Creed","Excalibur, Sword of Eden","","72","R","Near Mint","13.01","14.97","12.2500","12.2500","0","0","13.5600",""
"7794383","Magic","Universes Beyond: Assassin's Creed","Leonardo da Vinci (Borderless)","","118","M","Near Mint","5.71","6.24","5.3700","5.3700","0","0","5.5100",""
"7527658","Magic","Universes Beyond: Jurassic World Collection","Cresting Mosasaurus (Borderless)","","2","R","Near Mint","2.36","2.71","2.8000","1.4900","0","0","2.5300",""
"7507337","Magic","Universes Beyond: Jurassic World Collection","Don't Move (Borderless)","","1","R","Near Mint","7.56","8.55","7.4800","6.4900","0","0","6.7800",""
"7507537","Magic","Universes Beyond: Jurassic World Collection","Forest","","25","L","Near Mint","5.01","5.51","5.0000","3.6900","0","0","5.2200",""
"7526443","Magic","Universes Beyond: Jurassic World Collection","Hunting Velociraptor (Borderless)","","4","R","Near Mint","34.73","43.62","34.9900","33.7000","0","0","29.8800",""
"7504788","Magic","Universes Beyond: Jurassic World Collection","Indoraptor, the Perfect Hybrid (Borderless)","","15","R","Near Mint","13.49","14.04","11.8600","11.8600","0","0","5.8900",""
"7555597","Magic","Universes Beyond: Jurassic World Collection","Island","","22","L","Near Mint","1.91","2.46","1.9900","0.6800","0","0","2.0400",""
"7504918","Magic","Universes Beyond: Jurassic World Collection","Life Finds a Way (Borderless)","","5","R","Near Mint","5.97","6.98","5.6200","5.6200","0","0","5.0400",""
"7526508","Magic","Universes Beyond: Jurassic World Collection","Mountain","","24","L","Near Mint","2.46","2.62","3.3000","1.9900","0","0","2.7600",""
"7507472","Magic","Universes Beyond: Jurassic World Collection","Plains","","21","L","Near Mint","1.46","1.69","1.9100","0.6000","0","0","2.7300",""
"7527738","Magic","Universes Beyond: Jurassic World Collection","Spitting Dilophosaurus (Borderless)","","3","R","Near Mint","10.22","10.16","9.9500","8.6400","0","0","8.3500",""
"7189883","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Arwen, Mortal Queen","","193","M","Near Mint","8.63","9.49","8.4900","7.5000","0","0","2.0000",""
"7194824","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Assault on Osgiliath","","285","R","Near Mint","0.37","0.31","1.5100","0.2000","1","0","0.3700",""
"7191969","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Battle-Scarred Goblin","","115","C","Near Mint","0.05","0.02","1.3200","0.0100","1","0","0.3500",""
"7191974","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Battle-Scarred Goblin","","115","C","Near Mint Foil","0.06","0.05","1.3200","0.0100","1","0","0.3500",""
"7178644","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Book of Mazarbul","","116","U","Near Mint","0.07","","1.3300","0.0200","1","0","0.3500",""
"7164435","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Boromir, Warden of the Tower","","4","R","Near Mint","2.05","2.94","2.0600","0.7500","1","0","2.0500",""
"7164515","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Boromir, Warden of the Tower (Showcase)","","302","R","Near Mint","2.96","2.94","2.9600","1.6500","1","0","2.9600",""
"7196837","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Breaking of the Fellowship","","117","C","Near Mint","0.05","","1.3200","0.0100","2","0","0.3500",""
"7150277","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Call of the Ring","","79","R","Near Mint","2.12","2.21","2.9900","1.6800","0","0","3.1800",""
"7164675","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Cast into the Fire","","118","C","Near Mint","0.26","0.30","1.4600","0.1500","2","0","0.3500",""
"7181696","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Display of Power","","119","R","Near Mint","0.20","0.12","1.4300","0.1200","1","0","0.3500",""
"7194874","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Elanor Gardner","","286","R","Near Mint","2.38","2.98","2.0700","0.7600","0","0","2.5400",""
"7197715","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Elrond, Master of Healing (Borderless)","","447","R","Near Mint","1.47","2.01","2.1400","0.8300","1","0","1.4700",""
"7195417","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Elven Chorus","","160","R","Near Mint","2.24","2.33","2.8000","1.4900","0","0","3.5600",""
"7190493","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Entish Restoration","","163","U","Near Mint","1.85","2.48","2.3000","0.9900","0","0","2.4200",""
"7165235","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Eomer, Marshal of Rohan","","120","R","Near Mint","0.26","0.23","1.4500","0.1400","1","0","0.3500",""
"7191119","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Eomer of the Riddermark","","121","U","Near Mint","0.04","0.04","1.3200","0.0100","2","0","0.3500",""
"7191124","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Eomer of the Riddermark","","121","U","Near Mint Foil","0.13","0.05","1.3500","0.0400","1","0","0.3500",""
"7213638","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Erebor Flamesmith","","122","C","Near Mint","0.18","0.17","1.4100","0.1000","1","0","0.3500",""
"7195497","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Erkenbrand, Lord of Westfold","","123","U","Near Mint","0.07","0.03","1.3200","0.0100","2","0","0.3500",""
"7195502","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Erkenbrand, Lord of Westfold","","123","U","Near Mint Foil","0.15","0.10","1.3700","0.0600","1","0","0.3500",""
"7198275","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Fall of Cair Andros","","124","R","Near Mint","0.21","0.15","1.3800","0.0700","1","0","0.3500",""
"7190909","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Fear, Fire, Foes!","","125","U","Near Mint","0.06","0.06","1.3200","0.0100","2","0","0.3500",""
"7189562","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Fiery Inscription","","126","U","Near Mint","0.18","0.18","1.4200","0.1100","1","0","0.3500",""
"7165475","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Fire of Orthanc","","127","C","Near Mint","0.04","0.01","1.3200","0.0100","1","0","0.3500",""
"7212203","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Flame of Anor","","203","R","Near Mint","3.51","6.47","3.3000","1.9900","1","0","3.5100",""
"7165605","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Foray of Orcs","","128","U","Near Mint","0.04","0.04","1.3200","0.0100","1","0","0.3500",""
"7175640","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Foray of Orcs (Borderless)","","417","U","Near Mint","0.09","0.06","1.3200","0.0100","1","0","0.3500",""
"7027417","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Forest (0280)","","280","L","Near Mint","0.33","","1.4500","0.1400","0","0","0.4200",""
"7026346","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Forest (0281)","","281","L","Near Mint","0.37","0.41","1.5000","0.1900","0","0","0.6100",""
"7166075","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Generous Ent","","169","C","Near Mint","0.41","0.42","1.5900","0.2800","0","0","0.4100",""
"7166079","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Generous Ent","","169","C","Damaged","0.30","","2.2900","0.3000","0","0","0.3500",""
"7196452","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Glamdring","","239","M","Near Mint","1.11","1.38","1.8800","0.5700","0","0","1.7800",""
"7027337","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Island (0274)","","274","L","Near Mint","0.32","0.34","1.4600","0.1500","0","0","0.5800",""
"7026156","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Island (0275)","","275","L","Near Mint","0.31","0.30","1.5000","0.1900","0","0","0.5000",""
"7026161","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Island (0275)","","275","L","Near Mint Foil","0.39","","1.5800","0.2700","0","0","0.4700",""
"7197425","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Lembas","","243","C","Near Mint","0.33","0.34","1.4800","0.1700","2","0","0.3500",""
"7216698","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Lorien Revealed","","60","C","Near Mint","1.35","1.90","1.8500","0.5400","0","0","1.6500",""
"7184128","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Lotho, Corrupt Shirriff","","213","R","Near Mint","4.93","6.12","4.8100","3.5000","0","0","3.8800",""
"7167810","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Minas Tirith","","256","R","Near Mint Foil","4.44","5.82","4.7600","3.4500","0","0","4.2500",""
"7178484","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Mines of Moria","","257","R","Near Mint","0.76","0.87","1.7000","0.3900","0","0","0.7300",""
"7167925","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Mirkwood Bats","","95","C","Near Mint","0.58","0.59","1.6500","0.3400","2","0","0.5800",""
"7173145","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Mirkwood Bats (Borderless)","","421","C","Near Mint Foil","0.73","0.82","1.8000","0.4900","1","0","0.7300",""
"7029287","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Mount Doom (Borderless)","","343","M","Near Mint","5.93","6.08","5.5500","4.2400","0","0","5.7800",""
"7027497","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Mountain (0278)","","278","L","Near Mint","0.27","0.29","1.4000","0.0900","2","0","0.3500",""
"7027502","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Mountain (0278)","","278","L","Near Mint Foil","0.32","","1.5300","0.2200","0","0","0.3500",""
"7026426","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Mountain (0279)","","279","L","Near Mint","0.33","0.33","1.4500","0.1400","1","0","0.3500",""
"7026431","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Mountain (0279)","","279","L","Near Mint Foil","0.24","0.23","1.4400","0.1300","0","0","0.3500",""
"7168325","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Nazgul (0334)","","334","U","Near Mint","10.29","11.32","7.9600","6.9700","0","0","9.5600",""
"7168645","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Nazgul (0338)","","338","U","Near Mint","10.94","11.11","10.4400","10.4400","0","0","14.0500",""
"7168725","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Nazgul (0339)","","339","U","Near Mint","10.25","10.63","7.9900","7.9900","0","0","12.3600",""
"7181936","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","One Ring to Rule Them All","","102","R","Near Mint","1.70","2.10","2.1500","0.8400","0","0","1.4300",""
"7169125","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Orcish Bowmasters","","103","R","Near Mint","29.48","35.87","26.9000","25.6000","0","0","37.2300",""
"7169230","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Peregrin Took","","181","U","Near Mint","0.33","0.34","1.5000","0.1900","2","0","0.3500",""
"7189407","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Phial of Galadriel","","248","R","Near Mint","0.28","","1.5600","0.2500","0","0","0.4300",""
"7169310","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Pippin, Guard of the Citadel","","218","R","Near Mint","0.56","0.45","1.5000","0.1900","1","0","0.5600",""
"7027577","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Plains (0272)","","272","L","Near Mint","0.24","","1.4600","0.1500","0","0","0.3800",""
"7026056","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Plains (0273)","","273","L","Near Mint","0.30","0.29","1.4700","0.1600","0","0","0.5100",""
"7191589","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Radagast the Brown","","184","M","Near Mint","0.53","0.55","1.6600","0.3500","0","0","0.7900",""
"7027742","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Reprieve","","26","U","Near Mint","0.71","0.88","1.5600","0.2500","1","0","0.7100",""
"7194674","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Ringwraiths","","284","R","Near Mint","0.59","0.61","1.6000","0.2900","0","0","1.8900",""
"7169790","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Rising of the Day","","145","U","Near Mint","0.43","0.42","1.6500","0.3400","1","0","0.4300",""
"7175030","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Rising of the Day (Borderless)","","427","U","Near Mint","0.34","0.39","1.5200","0.2100","0","0","0.4300",""
"7190363","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Rivendell","","259","R","Near Mint","1.03","1.19","1.8300","0.5200","1","0","1.0300",""
"7180036","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Rivendell (Borderless)","","344","R","Near Mint","1.13","1.50","1.8600","0.5500","1","0","1.1300",""
"7170270","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Sauron, the Dark Lord (Showcase)","","329","M","Near Mint","7.63","9.20","6.6300","5.6400","0","0","5.7100",""
"7190573","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Shelob, Child of Ungoliant","","230","R","Near Mint","0.49","0.58","1.5000","0.1900","1","0","0.4900",""
"7220214","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Smaug Token","","7","T","Near Mint","0.31","0.32","1.5700","0.2600","0","0","0.4000",""
"7192709","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Spiteful Banditry","","149","M","Near Mint","3.77","3.95","4.2000","2.8900","1","0","3.7700",""
"7192789","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Spiteful Banditry (Borderless)","","439","M","Near Mint","4.02","4.22","4.3000","2.9900","1","0","4.0200",""
"7027657","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Swamp (0276)","","276","L","Near Mint","0.33","0.31","1.4000","0.0900","0","0","0.4400",""
"7026251","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Swamp (0277)","","277","L","Near Mint","0.46","0.53","1.4100","0.1000","0","0","0.7400",""
"7026256","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Swamp (0277)","","277","L","Near Mint Foil","0.56","0.48","1.7800","0.4700","0","0","0.7400",""
"7029557","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","The Shire","","260","R","Near Mint","1.40","2.42","1.8700","0.5600","0","0","1.9600",""
"7182516","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","There and Back Again","","151","R","Near Mint","3.05","3.74","2.7400","1.4300","0","0","2.8100",""
"7028587","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Tom Bombadil (Showcase)","","331","M","Near Mint Foil","10.39","18.91","8.5300","7.2300","0","0","1.4800",""
"7185050","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Troll of Khazad-dum","","111","C","Near Mint","0.35","0.36","1.5500","0.2400","1","0","0.3500",""
"7171410","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Witch-king of Angmar","","114","M","Near Mint","4.38","6.54","3.4600","2.1500","0","0","4.8500",""
"6647023","Magic","Universes Beyond: Transformers","Blitzwing, Cruel Tormentor","","4","M","Near Mint","0.53","","1.7900","0.4800","0","0","0.6400",""
"6647068","Magic","Universes Beyond: Transformers","Cyclonus, the Saboteur","","9","M","Near Mint","0.37","","1.6300","0.3200","0","0","0.4800",""
"6647018","Magic","Universes Beyond: Transformers","Jetfire, Ingenious Scientist","","3","M","Near Mint Foil","0.92","0.92","1.9700","0.6600","0","0","0.8400",""
"6646993","Magic","Universes Beyond: Transformers","Prowl, Stoic Strategist","","1","M","Near Mint","1.20","1.50","1.8100","0.5000","0","0","0.8600",""
"6647003","Magic","Universes Beyond: Transformers","Ratchet, Field Medic","","2","M","Near Mint","1.03","1.02","1.6200","0.3100","0","0","0.8300",""
"371307","Magic","Unlimited Edition","Swords to Plowshares","","","U","Lightly Played","38.44","","46.5200","46.5200","0","0","37.2800",""
"19679","Magic","Urza's Destiny","Goblin Marshal","","85","R","Near Mint","0.97","","1.9900","0.6800","1","0","0.9700",""
"19712","Magic","Urza's Destiny","Opposition","","40","R","Near Mint","3.50","","3.8100","1.8100","0","0","3.4400",""
"19772","Magic","Urza's Destiny","Yawgmoth's Bargain","","75","R","Near Mint","21.32","25.40","15.7500","15.7500","1","0","21.3200",""
"19778","Magic","Urza's Legacy","Archivist","","26","R","Near Mint","0.56","","1.7100","0.4000","0","0","0.5400",""
"369063","Magic","Urza's Legacy","Blessed Reversal","","2","R","Lightly Played","0.24","0.31","1.4500","0.1400","0","0","0.3500",""
"369077","Magic","Urza's Legacy","Defense Grid","","125","R","Lightly Played","7.92","","8.0100","8.0100","0","0","6.2400",""
"19877","Magic","Urza's Legacy","Second Chance","","41","R","Near Mint","4.58","5.42","5.2200","3.9100","0","0","4.9200",""
"20266","Magic","Urza's Saga","Arcane Laboratory","","60","U","Near Mint","1.33","","2.0500","0.7400","0","0","2.4800",""
"338040","Magic","Urza's Saga","Bedlam","","175","R","Moderately Played","5.78","","5.3400","5.3400","0","0","6.0900",""
"369794","Magic","Urza's Saga","Smokestack","","309","R","Lightly Played","5.87","7.70","5.7100","4.4000","0","0","4.5400",""
"368676","Magic","Visions","Phyrexian Walker","","","C","Lightly Played","1.12","1.12","2.3100","1.0000","0","0","1.1300",""
"19421","Magic","Visions","Snake Basket","","","R","Near Mint","1.62","","2.8100","1.5000","0","0","1.6300",""
"368786","Magic","Weatherlight","Debt of Loyalty","","","R","Lightly Played","7.63","8.20","6.6300","5.6400","1","0","7.6300",""
"7371710","Magic","Wilds of Eldraine","Asinine Antics","","42","M","Near Mint Foil","0.83","0.50","1.8000","0.3000","0","0","0.6400",""
"7387409","Magic","Wilds of Eldraine","Become Brutes","","317","U","Near Mint","0.14","0.07","1.3800","0.0700","1","0","0.3500",""
"7374921","Magic","Wilds of Eldraine","Belligerent of the Ball","","120","U","Near Mint","0.06","0.01","1.3200","0.0100","2","0","0.3500",""
"7374926","Magic","Wilds of Eldraine","Belligerent of the Ball","","120","U","Near Mint Foil","0.02","","1.3200","0.0100","1","0","0.3500",""
"7405422","Magic","Wilds of Eldraine","Bellowing Bruiser","","121","C","Near Mint","0.04","0.01","1.3200","0.0100","2","0","0.3500",""
"7405427","Magic","Wilds of Eldraine","Bellowing Bruiser","","121","C","Near Mint Foil","0.05","0.03","1.3200","0.0100","1","0","0.3500",""
"7359717","Magic","Wilds of Eldraine","Beluna Grandsquall","","220","M","Near Mint Foil","0.31","","1.4100","0.1000","0","0","0.3500",""
"7363117","Magic","Wilds of Eldraine","Beluna Grandsquall (Showcase)","","285","M","Near Mint","0.17","0.20","1.4100","0.1000","0","0","0.3500",""
"7405332","Magic","Wilds of Eldraine","Bespoke Battlegarb","","122","C","Near Mint","0.04","0.01","1.3200","0.0100","2","0","0.3500",""
"7359432","Magic","Wilds of Eldraine","Blossoming Tortoise","","163","M","Near Mint","2.16","2.01","3.2100","1.9000","0","0","1.9000",""
"7359512","Magic","Wilds of Eldraine","Blossoming Tortoise (Extended Art)","","354","M","Near Mint","6.18","6.18","6.2900","6.2900","0","0","5.4300",""
"7379681","Magic","Wilds of Eldraine","Boundary Lands Ranger","","123","U","Near Mint","0.02","0.01","1.3200","0.0100","2","0","0.3500",""
"7379686","Magic","Wilds of Eldraine","Boundary Lands Ranger","","123","U","Near Mint Foil","0.08","0.03","1.3200","0.0100","1","0","0.3500",""
"7373230","Magic","Wilds of Eldraine","Bramble Familiar (Showcase)","","283","R","Near Mint","1.04","0.25","1.4900","0.1800","0","0","0.3100",""
"7366569","Magic","Wilds of Eldraine","Callous Sell-Sword","","221","U","Near Mint Foil","0.22","0.12","1.4300","0.1200","0","0","0.4000",""
"7387489","Magic","Wilds of Eldraine","Charging Hooligan","","318","U","Near Mint","0.06","","1.3200","0.0100","1","0","0.3500",""
"7384674","Magic","Wilds of Eldraine","Collector's Vault","","244","U","Near Mint Foil","0.23","0.22","1.5100","0.2000","0","0","0.3100",""
